Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,source_file,Date,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,"      CENTRAL ELECTRICITY AUTHORITY 
,,,,,,,,,,,,,,,dgr16-2023-11-17.xls,2023-11-17,,,
,,Details Of Capacity (mw) Utilization For Power Generation  17-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-17.xls,2023-11-17,,,
,Particulars,Monitored Capacity(MW) ( As on 17-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-17.xls,2023-11-17,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-17.xls,2023-11-17,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-17.xls,2023-11-17,,,
,Coal,206825.5,5541,800,11691,24232,9396,45319,21.91,161506.5,161142.43999999997,146639.62039999999,90.7948722806822,70.90016482493697,dgr16-2023-11-17.xls,2023-11-17,,,
,Lignite,6620,250,,250,2000,0,2250,33.99,4370,4059.0170000000003,3693.7054700000003,84.52415263157896,55.796155135951665,dgr16-2023-11-17.xls,2023-11-17,,,
,Gas Liquid,25028.20899999999,9620.044,,494.26500000000004,6825.8949999999995,12256.034,19576.194,78.22,5452.014999999992,2394.48,2346.5904,43.04079134044942,9.375782342236318,dgr16-2023-11-17.xls,2023-11-17,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-17.xls,2023-11-17,,,
,Total  THERMAL,239062.91,15411.044,800,12435.265,33057.895,21652.034,67145.194,28.086830366115766,171917.716,167696.98699999996,152778.94526999997,88.86748197027,63.90742305864174,dgr16-2023-11-17.xls,2023-11-17,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-17.xls,2023-11-17,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6228.36,5512.098599999999,89.19253398058251,73.69115775401069,dgr16-2023-11-17.xls,2023-11-17,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6228.36,5512.098599999999,89.19253398058251,73.69115775401069,dgr16-2023-11-17.xls,2023-11-17,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-17.xls,2023-11-17,,,
, Hydro,46850.16999999999,886.8,,2217,1836.3,5260.7,9314,19.88,37536.16999999999,32293.06,31970.1294,85.17152762255715,68.23908942059337,dgr16-2023-11-17.xls,2023-11-17,,,
,Total  HYDRO,46850.16999999999,886.8,,2217,1836.3,5260.7,9314,19.880397445729656,37536.16999999999,32293.06,31970.1294,85.17152762255715,68.23908942059337,dgr16-2023-11-17.xls,2023-11-17,,,
,Total,293393.08,16997.844,800,15192.265,35654.195,26912.734,77759.194,26.503417872023427,215633.88599999997,206218.40699999995,190261.17326999997,88.23342972634644,64.8485551431547,dgr16-2023-11-17.xls,2023-11-17,,,
,,,,,,,,,,,,,,,dgr16-2023-11-17.xls,2023-11-17,,,
,https://npp.gov.in   2023/11/20 17:18:20,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-17.xls,2023-11-17,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-18.xls,2023-11-18,,,
,,,,,,,,,,,,,,,dgr16-2023-11-18.xls,2023-11-18,,,
,,Details Of Capacity (mw) Utilization For Power Generation  18-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-18.xls,2023-11-18,,,
,Particulars,Monitored Capacity(MW) ( As on 18-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-18.xls,2023-11-18,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-18.xls,2023-11-18,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-18.xls,2023-11-18,,,
,Coal,206825.5,5541,800,11591,24652,8796,45039,21.78,161786.5,161039.75299999997,146546.17522999996,90.5799774579461,70.85498414363798,dgr16-2023-11-18.xls,2023-11-18,,,
,Lignite,6620,250,,250,2270,0,2520,38.07,4100,3950.425,3594.88675,87.68016463414634,54.3034252265861,dgr16-2023-11-18.xls,2023-11-18,,,
,Gas Liquid,25028.20899999999,9620.044,,494.26500000000004,6892.585,12163.069,19549.919,78.11,5478.28999999999,2260.7400000000002,2215.5252,40.44191161840655,8.852112430418016,dgr16-2023-11-18.xls,2023-11-18,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-18.xls,2023-11-18,,,
,Total  THERMAL,239062.91,15411.044,800,12335.265,33814.585,20959.069,67108.919,28.071656535930227,171953.99099999998,167351.96799999994,152455.61617999998,88.66070237357853,63.77217452092421,dgr16-2023-11-18.xls,2023-11-18,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-18.xls,2023-11-18,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6233.31,5516.4793500000005,89.26341990291263,73.7497239304813,dgr16-2023-11-18.xls,2023-11-18,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6233.31,5516.4793500000005,89.26341990291263,73.7497239304813,dgr16-2023-11-18.xls,2023-11-18,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-18.xls,2023-11-18,,,
, Hydro,46850.16999999999,886.8,,2241,1786.3,5386.9,9414.2,20.09,37435.96999999999,32629.970000000005,32303.670300000005,86.29045888219275,68.95102045520862,dgr16-2023-11-18.xls,2023-11-18,,,
,Total  HYDRO,46850.16999999999,886.8,,2241,1786.3,5386.9,9414.2,20.09427073583725,37435.96999999999,32629.970000000005,32303.670300000005,86.29045888219275,68.95102045520862,dgr16-2023-11-18.xls,2023-11-18,,,
,Total,293393.08,16997.844,800,15116.265,36360.885,26345.968999999997,77823.11899999999,26.525206047804534,215569.96099999995,206215.24799999993,190275.76583,88.2663637119645,64.85352886646133,dgr16-2023-11-18.xls,2023-11-18,,,
,,,,,,,,,,,,,,,dgr16-2023-11-18.xls,2023-11-18,,,
,https://npp.gov.in   2023/11/20 17:41:36,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-18.xls,2023-11-18,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-19.xls,2023-11-19,,,
,,,,,,,,,,,,,,,dgr16-2023-11-19.xls,2023-11-19,,,
,,Details Of Capacity (mw) Utilization For Power Generation  19-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-19.xls,2023-11-19,,,
,Particulars,Monitored Capacity(MW) ( As on 19-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-19.xls,2023-11-19,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-19.xls,2023-11-19,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-19.xls,2023-11-19,,,
,Coal,206825.5,5541,800,11591,21822,7986,41399,20.02,165426.5,161053.28399999999,146558.48844,88.59432342460246,70.86093757297817,dgr16-2023-11-19.xls,2023-11-19,,,
,Lignite,6620,250,,250,2135,0,2385,36.03,4235,3947.085,3591.84735,84.81339669421487,54.257512839879155,dgr16-2023-11-19.xls,2023-11-19,,,
,Gas Liquid,25028.20899999999,9620.044,,494.26500000000004,6892.585,12163.069,19549.919,78.11,5478.28999999999,2227.98,2183.4204,39.85587473463442,8.723837970187962,dgr16-2023-11-19.xls,2023-11-19,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-19.xls,2023-11-19,,,
,Total  THERMAL,239062.91,15411.044,800,12335.265,30849.585,20149.069,63333.919,26.492574276787646,175728.99099999998,167329.39899999998,152432.78519,86.74310614462016,63.76262431926391,dgr16-2023-11-19.xls,2023-11-19,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-19.xls,2023-11-19,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6248.639999999999,5530.046399999999,89.48295145631067,73.93110160427806,dgr16-2023-11-19.xls,2023-11-19,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6248.639999999999,5530.046399999999,89.48295145631067,73.93110160427806,dgr16-2023-11-19.xls,2023-11-19,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-19.xls,2023-11-19,,,
, Hydro,46850.16999999999,886.8,,2541,1786.3,7145.8,11473.1,24.49,35377.06999999999,26825.42000000002,26557.16580000002,75.0688674895915,56.685313628531176,dgr16-2023-11-19.xls,2023-11-19,,,
,Total  HYDRO,46850.16999999999,886.8,,2541,1786.3,7145.8,11473.1,24.488918610113906,35377.06999999999,26825.42000000002,26557.16580000002,75.0688674895915,56.685313628531176,dgr16-2023-11-19.xls,2023-11-19,,,
,Total,293393.08,16997.844,800,15416.265,33395.885,27294.869,76107.019,25.94029109343683,217286.061,200403.459,184519.99739,84.92031036910372,62.89173466190818,dgr16-2023-11-19.xls,2023-11-19,,,
,,,,,,,,,,,,,,,dgr16-2023-11-19.xls,2023-11-19,,,
,https://npp.gov.in   2023/11/21 11:54:56,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-19.xls,2023-11-19,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-20.xls,2023-11-20,,,
,,,,,,,,,,,,,,,dgr16-2023-11-20.xls,2023-11-20,,,
,,Details Of Capacity (mw) Utilization For Power Generation  20-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-20.xls,2023-11-20,,,
,Particulars,Monitored Capacity(MW) ( As on 20-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-20.xls,2023-11-20,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-20.xls,2023-11-20,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-20.xls,2023-11-20,,,
,Coal,206825.5,5541,800,12001,21262,7776,41039,19.84,165786.5,164893.82100000005,150053.37711000006,90.51000962683938,72.5507140608871,dgr16-2023-11-20.xls,2023-11-20,,,
,Lignite,6620,250,,250,1935,0,2185,33.01,4435,4126.1669999999995,3754.8119699999997,84.6631785794814,56.719214048338365,dgr16-2023-11-20.xls,2023-11-20,,,
,Gas Liquid,25028.20899999999,9672.844,,494.26500000000004,6510.085000000001,12163.069,19167.419,76.58,5860.78999999999,4514.42,4424.1316,75.48694971155778,17.676580853228455,dgr16-2023-11-20.xls,2023-11-20,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-20.xls,2023-11-20,,,
,Total  THERMAL,239062.91,15463.844,800,12745.265,29707.085,19939.069,62391.419,26.098326586922244,176671.49099999998,173635.45800000004,158331.34968000007,89.61907140977267,66.22999346908313,dgr16-2023-11-20.xls,2023-11-20,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-20.xls,2023-11-20,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6247.1,5528.6835,89.46089805825243,73.91288101604279,dgr16-2023-11-20.xls,2023-11-20,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6247.1,5528.6835,89.46089805825243,73.91288101604279,dgr16-2023-11-20.xls,2023-11-20,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-20.xls,2023-11-20,,,
, Hydro,46850.16999999999,886.8,,2451,1804.3,5677.65,9932.95,21.2,36917.21999999999,30092.630000000005,29791.703700000005,80.69866501323777,63.58931824580362,dgr16-2023-11-20.xls,2023-11-20,,,
,Total  HYDRO,46850.16999999999,886.8,,2451,1804.3,5677.65,9932.95,21.20152392189826,36917.21999999999,30092.630000000005,29791.703700000005,80.69866501323777,63.58931824580362,dgr16-2023-11-20.xls,2023-11-20,,,
,Total,293393.08,17050.644,800,15736.265,32271.385,25616.718999999997,73624.369,25.094105491513297,219768.71099999995,209975.18800000005,193651.7368800001,88.11615447842351,66.00419371854308,dgr16-2023-11-20.xls,2023-11-20,,,
,,,,,,,,,,,,,,,dgr16-2023-11-20.xls,2023-11-20,,,
,https://npp.gov.in   2023/11/21 17:19:53,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-20.xls,2023-11-20,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-21.xls,2023-11-21,,,
,,,,,,,,,,,,,,,dgr16-2023-11-21.xls,2023-11-21,,,
,,Details Of Capacity (mw) Utilization For Power Generation  21-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-21.xls,2023-11-21,,,
,Particulars,Monitored Capacity(MW) ( As on 21-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-21.xls,2023-11-21,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-21.xls,2023-11-21,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-21.xls,2023-11-21,,,
,Coal,206825.5,5541,800,12571,20417,7366,40354,19.51,166471.5,166651.006,151652.41546,91.09812518058646,73.32384810383633,dgr16-2023-11-21.xls,2023-11-21,,,
,Lignite,6620,250,,250,1810,0,2060,31.12,4560,4190.66,3813.5006,83.62939912280702,57.60574924471299,dgr16-2023-11-21.xls,2023-11-21,,,
,Gas Liquid,25028.20899999999,9672.844,,111.765,6929.785000000001,12163.069,19204.619,76.73,5823.589999999993,4593.830000000001,4501.9534,77.30546621585664,17.987517205086476,dgr16-2023-11-21.xls,2023-11-21,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-21.xls,2023-11-21,,,
,Total  THERMAL,239062.91,15463.844,800,12932.765,29156.785,19529.069,61618.619,25.775064396229425,177444.291,175536.54599999997,160066.89846,90.2068460799339,66.95597341302337,dgr16-2023-11-21.xls,2023-11-21,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-21.xls,2023-11-21,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6262.45,5542.26825,89.68071601941747,74.09449532085561,dgr16-2023-11-21.xls,2023-11-21,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6262.45,5542.26825,89.68071601941747,74.09449532085561,dgr16-2023-11-21.xls,2023-11-21,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-21.xls,2023-11-21,,,
, Hydro,46850.16999999999,886.8,,2874,1786.3,5358.95,10019.25,21.39,36830.91999999999,30964.26000000001,30654.61740000001,83.23065891376055,65.43117645037364,dgr16-2023-11-21.xls,2023-11-21,,,
,Total  HYDRO,46850.16999999999,886.8,,2874,1786.3,5358.95,10019.25,21.38572816277935,36830.91999999999,30964.26000000001,30654.61740000001,83.23065891376055,65.43117645037364,dgr16-2023-11-21.xls,2023-11-21,,,
,Total,293393.08,17050.644,800,16346.765,31703.085,24888.019,72937.869,24.860119059386133,220455.21099999998,212763.256,196263.78411,89.02660237412125,66.89448302938843,dgr16-2023-11-21.xls,2023-11-21,,,
,,,,,,,,,,,,,,,dgr16-2023-11-21.xls,2023-11-21,,,
,https://npp.gov.in   2023/11/22 17:21:28,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-21.xls,2023-11-21,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-22.xls,2023-11-22,,,
,,,,,,,,,,,,,,,dgr16-2023-11-22.xls,2023-11-22,,,
,,Details Of Capacity (mw) Utilization For Power Generation  22-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-22.xls,2023-11-22,,,
,Particulars,Monitored Capacity(MW) ( As on 22-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-22.xls,2023-11-22,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-22.xls,2023-11-22,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-22.xls,2023-11-22,,,
,Coal,206825.5,5541,800,13361,19427,6446,39234,18.97,167591.5,168053.34000000003,152928.53940000004,91.25077310006775,73.94085323134722,dgr16-2023-11-22.xls,2023-11-22,,,
,Lignite,6620,250,,460,2175,0,2635,39.8,3985,4252.247,3869.5447700000004,97.10275457967379,58.45233791540786,dgr16-2023-11-22.xls,2023-11-22,,,
,Gas Liquid,25028.20899999999,9672.844,,111.765,6866.785000000001,12163.069,19141.619,76.48,5886.589999999993,4612.88,4520.6224,76.79526517049779,18.06210903864516,dgr16-2023-11-22.xls,2023-11-22,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-22.xls,2023-11-22,,,
,Total  THERMAL,239062.91,15463.844,800,13932.765,28468.785,18609.069,61010.619,25.52073803502183,178052.291,177019.51700000002,161417.73557000005,90.65748868684878,67.52102848994855,dgr16-2023-11-22.xls,2023-11-22,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-22.xls,2023-11-22,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6277.070000000001,5555.206950000001,89.89008009708739,74.2674725935829,dgr16-2023-11-22.xls,2023-11-22,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6277.070000000001,5555.206950000001,89.89008009708739,74.2674725935829,dgr16-2023-11-22.xls,2023-11-22,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-22.xls,2023-11-22,,,
, Hydro,46850.16999999999,886.8,,2819,1786.3,5326.25,9931.55,21.2,36918.619999999995,30175.52,29873.7648,80.9178804624875,63.764474707348995,dgr16-2023-11-22.xls,2023-11-22,,,
,Total  HYDRO,46850.16999999999,886.8,,2819,1786.3,5326.25,9931.55,21.19853567233588,36918.619999999995,30175.52,29873.7648,80.9178804624875,63.764474707348995,dgr16-2023-11-22.xls,2023-11-22,,,
,Total,293393.08,17050.644,800,17291.765,31015.085,23935.319,72242.169,24.622996902312757,221150.911,213472.10700000002,196846.70732000005,89.01012726101773,67.09316638279267,dgr16-2023-11-22.xls,2023-11-22,,,
,,,,,,,,,,,,,,,dgr16-2023-11-22.xls,2023-11-22,,,
,https://npp.gov.in   2023/11/23 17:20:53,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-22.xls,2023-11-22,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-23.xls,2023-11-23,,,
,,,,,,,,,,,,,,,dgr16-2023-11-23.xls,2023-11-23,,,
,,Details Of Capacity (mw) Utilization For Power Generation  23-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-23.xls,2023-11-23,,,
,Particulars,Monitored Capacity(MW) ( As on 23-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-23.xls,2023-11-23,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-23.xls,2023-11-23,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-23.xls,2023-11-23,,,
,Coal,206825.5,5541,800,14561,21187,6446,42194,20.4,164631.5,163878.8879999999,149129.7880799999,90.5839939987183,72.104159342054,dgr16-2023-11-23.xls,2023-11-23,,,
,Lignite,6620,250,,460,2135,0,2595,39.2,4025,4165.577,3790.6750700000002,94.17826260869566,57.260952719033234,dgr16-2023-11-23.xls,2023-11-23,,,
,Gas Liquid,25028.20899999999,9672.844,,111.765,6866.785000000001,12126.069,19104.619,76.33,5923.589999999993,4496.8,4406.8640000000005,74.3951556404141,17.60758830166394,dgr16-2023-11-23.xls,2023-11-23,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-23.xls,2023-11-23,,,
,Total  THERMAL,239062.91,15463.844,800,15132.765,30188.785,18572.069,63893.619,26.726696751076943,175169.291,172642.31499999986,157426.35614999992,89.87097866942895,65.85143473322562,dgr16-2023-11-23.xls,2023-11-23,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-23.xls,2023-11-23,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6279.17,5557.06545,89.92015291262136,74.29231885026738,dgr16-2023-11-23.xls,2023-11-23,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6279.17,5557.06545,89.92015291262136,74.29231885026738,dgr16-2023-11-23.xls,2023-11-23,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-23.xls,2023-11-23,,,
, Hydro,46850.16999999999,886.8,,3353.5,1786.3,5296.8,10436.6,22.28,36413.56999999999,30281.21,29978.3979,82.32754409963101,63.987810289695865,dgr16-2023-11-23.xls,2023-11-23,,,
,Total  HYDRO,46850.16999999999,886.8,,3353.5,1786.3,5296.8,10436.6,22.276546701965014,36413.56999999999,30281.21,29978.3979,82.32754409963101,63.987810289695865,dgr16-2023-11-23.xls,2023-11-23,,,
,Total,293393.08,17050.644,800,19026.265,32735.085,23868.869,75630.219,25.77777873970306,217762.86099999998,209202.69499999986,192961.81949999993,88.61098656303929,65.76904250775101,dgr16-2023-11-23.xls,2023-11-23,,,
,,,,,,,,,,,,,,,dgr16-2023-11-23.xls,2023-11-23,,,
,https://npp.gov.in   2023/11/24 17:09:24,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-23.xls,2023-11-23,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-24.xls,2023-11-24,,,
,,,,,,,,,,,,,,,dgr16-2023-11-24.xls,2023-11-24,,,
,,Details Of Capacity (mw) Utilization For Power Generation  24-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-24.xls,2023-11-24,,,
,Particulars,Monitored Capacity(MW) ( As on 24-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-24.xls,2023-11-24,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-24.xls,2023-11-24,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-24.xls,2023-11-24,,,
,Coal,206825.5,5541,800,15961,17297,6656,39914,19.3,166911.5,163918.04799999995,149165.42367999995,89.36797265616806,72.12138913238452,dgr16-2023-11-24.xls,2023-11-24,,,
,Lignite,6620,250,,460,1405,0,1865,28.17,4755,4378.55,3984.4805,83.79559411146163,60.18852719033233,dgr16-2023-11-24.xls,2023-11-24,,,
,Gas Liquid,25028.20899999999,9672.844,,111.765,6866.785000000001,12126.069,19104.619,76.33,5923.589999999993,4925.570000000001,4827.0586,81.48873571601017,19.286472316097417,dgr16-2023-11-24.xls,2023-11-24,,,
,Diesel,589.201,,,,,,,,589.201,101.05,99.029,16.80733739419994,16.80733739419994,dgr16-2023-11-24.xls,2023-11-24,,,
,Total  THERMAL,239062.91,15463.844,800,16532.765,25568.785,18782.069,60883.619,25.467613943124846,178179.291,173323.21799999994,158075.99177999995,88.71737612874436,66.12317727580574,dgr16-2023-11-24.xls,2023-11-24,,,
,NUCLEAR,,,,,,,,,,,,,,dgr16-2023-11-24.xls,2023-11-24,,,
, Nuclear,7480,700,,540,760,0,1300,17.38,6180,6271.759999999999,5550.507599999999,89.81403883495143,74.20464705882351,dgr16-2023-11-24.xls,2023-11-24,,,
,Total  NUCLEAR,7480,700,,540,760,0,1300,17.379679144385026,6180,6271.759999999999,5550.507599999999,89.81403883495143,74.20464705882351,dgr16-2023-11-24.xls,2023-11-24,,,
,HYDRO,,,,,,,,,,,,,,dgr16-2023-11-24.xls,2023-11-24,,,
, Hydro,46850.16999999999,886.8,,3192.5,1823.8,4947,9963.3,21.27,36886.869999999995,30011.78099999999,29711.663189999992,80.54807358282228,63.41847466081766,dgr16-2023-11-24.xls,2023-11-24,,,
,Total  HYDRO,46850.16999999999,886.8,,3192.5,1823.8,4947,9963.3,21.266304903482744,36886.869999999995,30011.78099999999,29711.663189999992,80.54807358282228,63.41847466081766,dgr16-2023-11-24.xls,2023-11-24,,,
,Total,293393.08,17050.644,800,20265.265,28152.585,23729.069,72146.919,24.59053192392949,221246.161,209606.75899999993,193338.16256999996,87.38599652809341,65.89731515480868,dgr16-2023-11-24.xls,2023-11-24,,,
,,,,,,,,,,,,,,,dgr16-2023-11-24.xls,2023-11-24,,,
,https://npp.gov.in   2023/11/28 17:47:37,,,,,,,,,,,,PAGE 1,,dgr16-2023-11-24.xls,2023-11-24,,,
,,"      CENTRAL ELECTRICITY AUTHORITY 
           G O & D WING 
           OPERATION PERFORMANCE MONITORING DIVISION",,,,,,,,,,,,Subreport 16,dgr16-2023-11-25.xls,2023-11-25,,,
,,,,,,,,,,,,,,,dgr16-2023-11-25.xls,2023-11-25,,,
,,Details Of Capacity (mw) Utilization For Power Generation  25-Nov-2023,,,,,,,,,,,,,dgr16-2023-11-25.xls,2023-11-25,,,
,Particulars,Monitored Capacity(MW) ( As on 25-Nov-2023),Capacity under long outage(MW),New Capacity under stabilization/Completion of balance works,Capacity (MW),,,,Capacity outage as percent of Monitered,Capacity on Line(MW),Sum of Max. Power generated (MW),,Max. Power output as % of,,dgr16-2023-11-25.xls,2023-11-25,,,
,,,,,PM,FO,Others,Total,,,Gross,Net,Capacity on line,Monitered,dgr16-2023-11-25.xls,2023-11-25,,,
,THERMAL,,,,,,,,,,,,,,dgr16-2023-11-25.xls,2023-11-25,,,
,Coal,206825.5,5541,800,16211,15729.5,7091,39031.5,18.87,167794,164760.81999999995,149932.34619999997,89.35501042945515,72.49219569153705,dgr16-2023-11-25.xls,2023-11-25,,,
,Lignite,6620,250,,460,1290,0,1750,26.44,4870,4714.325000000001,4290.035750000001,88.09108316221767,64.804165407855,dgr16-2023-11-25.xls,2023-11-25,,,
